milk_drop_pct,feed_score,activity_score,temp_risk,temp_deviation,ph_score,hr_score,is_sick
0.149816047538945,1.0,1.0,1.0,1.4269557725309987,0.07128916161340992,0.33101042087520194,1
0.3802857225639665,0.5,1.0,0.0,0.20167235880137468,0.29350937006233657,0.6567214765282795,0
0.292797576724562,0.0,0.5,1.0,0.6049943418304302,0.5053846762960896,0.24053915341115656,1
0.23946339367881464,0.5,0.5,0.0,0.019184391963189995,0.414517959679765,0.10982983822460461,0
0.06240745617697461,1.0,0.5,1.0,0.7196247510482436,0.08499942784261627,0.12608428606338543,0
0.062397808134481064,1.0,1.0,0.0,0.24189231743875794,0.2668671224847863,0.35095162696030363,0
0.023233444867279785,1.0,0.5,1.0,0.6918905258688071,0.6133183412370116,0.3444128736412601,1
0.3464704583099741,1.0,1.0,1.0,0.8049845859254035,0.26121666520899467,0.40055363402051397,1
0.24044600469728353,0.5,0.5,0.0,0.3599252523600178,0.24275680354851925,0.03659928347694859,1
0.2832290311184182,0.0,1.0,0.0,0.06496303121540592,0.47800705445508473,0.6358724640534283,0
0.008233797718320978,0.5,0.5,1.0,0.8129210265631386,0.18945955766920441,0.2002218549225354,1
0.38796394086479774,0.0,0.5,0.0,0.24743627320399852,0.05882364332106249,0.07589308922798921,0
0.3329770563201687,1.0,0.5,1.0,0.6315520042082703,0.39230961024831945,0.7189187033007076,1
0.08493564427131046,0.0,1.0,0.0,0.30400970870884336,0.28592367442209987,0.0012253317951554266,0
0.07272998688284026,1.0,1.0,1.0,0.9883117137237925,0.25607103480734583,0.30585761539653084,1
0.07336180394137352,0.5,0.5,0.0,0.14170798311476673,0.12562531605064375,0.75,1
0.1216968971838151,0.0,1.0,0.0,0.02526040752209724,0.2981737079135849,0.022587825641453563,0
0.20990257265289514,0.5,0.0,1.0,0.7289752403461911,0.6386016288184937,0.08384457990475944,1
0.17277800745684632,1.0,0.5,1.0,0.5681428170529195,0.1534624546288379,0.0865435539662169,1
0.11649165607921677,0.5,0.5,0.0,0.030964069449183285,0.06632318043902874,0.08707817126103272,0
0.2447411578889518,1.0,0.0,0.0,0.4204860114557576,0.24330446343544576,0.0567211961747617,0
0.055797544260816734,1.0,1.0,0.0,0.1183360385125205,0.3221418717921889,0.07925496129728238,0
0.11685785941408727,1.0,1.0,1.0,1.2240052152636451,0.13586502782112397,0.10250311401474725,1
0.1465447373174767,0.5,1.0,0.0,0.33444939057423184,0.49309995313184984,0.1777227628987344,0
0.1824279936868144,0.5,0.5,0.0,0.31249845558456,0.06182689139454034,0.9595290709072402,1
0.3140703845572055,0.0,0.5,1.0,0.6080524328030279,0.5178945967130808,0.01865535520516346,1
0.0798695128633439,0.0,0.5,1.0,0.6227713389757064,0.6090132153366001,0.2583519250654138,1
0.20569377536544464,0.5,0.5,1.0,0.641765096220972,0.14617084548393589,0.04832677312624369,1
0.236965827544817,0.5,0.5,0.0,0.00760316760883839,0.3786698462937581,0.033362119030770646,0
0.01858016508799909,0.5,1.0,0.0,0.12459433048582724,0.160918303481556,0.2479605434399918,0
0.24301794076057537,0.5,0.0,1.0,0.8084126025604945,0.33181411378419234,0.24936896242577528,1
0.06820964947491662,1.0,1.0,0.0,0.09652125439907877,0.3964888731374261,0.3187884448948163,0
0.02602063719411181,1.0,1.0,0.0,0.16607786360701482,0.8328727904672135,0.2130510216742902,1
0.37955421490133334,1.0,0.5,0.0,0.16640191012198002,0.11131841843550028,0.02757607070737116,0
0.38625281322982374,0.5,0.0,0.0,0.4546439494467336,0.6871884666340291,0.03465376502049651,1
0.3233589392465845,1.0,0.0,1.0,0.6596066476717972,0.754135514189505,0.4262190546136605,1
0.12184550766934828,1.0,1.0,1.0,0.6265150514623876,0.1642198922955158,0.75,1
0.039068845602553554,0.0,0.0,1.0,0.5324109202627021,0.48420001403394153,0.06533711357680475,0
0.2736932106048628,0.0,1.0,0.0,0.13936204124325613,0.2789058180642261,0.2153960301874184,0
0.17606099749584053,1.0,1.0,1.0,0.6194809698800618,0.3856563796789354,0.4550215443926767,1
0.048815293937911536,1.0,1.0,1.0,0.5636869918083498,0.17883120678031883,0.3088045500061316,0
0.19807076404450807,1.0,1.0,1.0,1.0070338164516563,0.1954352390119043,0.6856357760975336,1
0.013755408446087358,0.5,0.5,0.0,0.06234776041393886,0.5894370371359532,0.059601812920883644,0
0.3637281608315128,0.0,0.0,1.0,0.8031915750706453,0.38335146898460426,0.0008531273148520313,1
0.10351199264000677,0.0,0.5,1.0,0.9541511425466851,0.3446574786846517,0.5261676303294927,1
0.2650089137415928,0.0,0.5,1.0,0.870425672889585,0.3111838477870901,0.022825999527279706,1
0.12468443043576438,1.0,0.5,0.0,0.3759694795391262,0.0013663783167565668,0.028658998689770954,1
0.20802720847112433,0.5,1.0,1.0,0.7754067068185755,0.2490299479189808,0.346117980946196,1
0.21868411173731186,0.0,1.0,0.0,0.1679463110397279,0.23423699714874058,0.034452640190487924,0
0.07394178221021082,0.0,0.5,0.0,0.28163889551748156,0.14384422391548934,0.01934811575479074,1
0.38783385110582347,0.5,0.5,1.0,1.0194667956298957,0.23966236813566866,0.07196539180429262,1
0.31005312934444584,1.0,0.0,0.0,0.17897567907622047,0.052533581870123136,0.2940218900115109,0
0.37579957662567565,1.0,0.5,1.0,0.883177452628594,0.4674502769726345,0.39195357572221956,1
0.35793094017105953,0.0,1.0,0.0,0.2127872538166642,0.5509573857022669,0.4088593991695049,0
0.23915999152443407,0.0,0.5,1.0,0.7864660274958517,0.17142909253383554,0.3237946946181042,0
0.36874969400924673,0.5,0.0,1.0,0.7766678576453749,0.43135728637793136,0.07083239831956618,1
0.0353970008207678,0.0,0.0,0.0,0.15137240691370835,0.4069158886126747,0.7402051955969398,0
0.07839314496765809,0.5,0.5,1.0,0.5165955736170211,0.742081711802892,0.25683887973401875,1
0.018090915564215226,0.0,0.0,0.0,0.4657402796897756,0.43059446036347193,0.3182003888410499,1
0.13013213230530574,0.0,0.0,0.0,0.24473631227364478,0.09652673959225666,0.4163779794895312,0
0.15547091587579281,0.0,1.0,0.0,0.4861167636746089,0.3596082733338637,0.697534432932309,0
0.10853961270955836,1.0,0.0,0.0,0.04705265466309427,0.05190763768505757,0.3999462265308683,0
0.3314950036607718,0.5,0.0,0.0,0.05937165968641622,0.13959129902532386,0.20121863363868364,0
0.1427013306774357,0.5,0.5,1.0,0.6587709601940226,0.4405348146442183,0.03745770448079426,1
0.11237380387495231,1.0,1.0,0.0,0.23955745407411655,0.40713303110383503,0.9750697469389472,1
0.2170784332632994,1.0,0.0,0.0,0.09731493987652584,0.056550395051044866,0.09874854181705928,0
0.05636968998990506,1.0,0.5,1.0,1.1409408692094196,0.34017516513797297,0.9039150709147925,1
0.32087879230161587,0.5,0.5,1.0,1.3478419858590662,0.4261717012282409,0.25564704453765225,0
0.02982025747190833,0.0,0.5,0.0,0.09191668889636873,0.18450818815727654,0.1168452291476811,0
0.3947547746402069,1.0,0.5,0.0,0.2272888885385136,0.5110423098032699,0.2849769801584571,0
0.308897907718663,1.0,0.5,0.0,0.05286609678814003,0.34734318931388763,0.75,1
0.07948627261366897,1.0,0.5,1.0,0.9727022023820986,0.6217018816971258,0.08984630337098132,1
0.00220884684944096,0.0,0.0,1.0,0.6621270405147435,0.42425504496259503,0.44919819952167683,1
0.3261845713819337,0.0,1.0,0.0,0.06212484678687247,0.5238509894212937,0.14275110769199556,0
0.28274293753904683,1.0,1.0,1.0,0.5824164089844928,0.2671498035150739,0.00018114969218139266,1
0.29160286721639495,0.0,0.5,0.0,0.38319078905198367,0.38883622515783856,0.5921754231019645,1
0.3085081386743783,1.0,0.5,0.0,0.15900436325677347,0.11198685485000581,0.15277632418146964,0
0.029617860693636144,0.0,1.0,0.0,0.31223280157276534,0.5188549012845911,0.30861822367151215,0
0.14338629141770906,0.5,0.0,1.0,0.6027133048745696,0.15491976392067475,0.28227544646611663,1
0.04634762381005189,0.5,0.5,1.0,0.5519859854504681,0.3588188542852935,0.30297072158004035,1
0.34524137035023744,0.0,1.0,0.0,0.4800244082880525,0.05089923060251067,0.29831720000243533,0
0.24931925073102318,0.5,1.0,0.0,0.06946776685868628,0.24300988284063418,0.35518644931940385,0
0.13235920994105968,0.5,0.5,0.0,0.3139263273895878,0.16426946695023847,0.585445323362596,1
0.025423340114409457,0.5,1.0,0.0,0.08577699000417738,0.6018068342550116,0.4944222889017958,1
0.12439292868626489,1.0,0.0,1.0,0.8625388300572823,0.02893855929941136,0.2928249063526053,0
0.13007332881069883,0.0,1.0,1.0,0.9539418020533041,0.6015021752471066,0.01455837918530456,1
0.2918424713352256,0.0,0.5,1.0,1.4313869155147714,0.3684651902218583,0.41790647615138354,1
0.25502298854208527,0.0,0.5,1.0,1.1612072187881566,0.1764438607712968,0.0756375055418637,1
0.3548850970305306,0.5,1.0,1.0,0.6995475730477807,0.690875641229912,0.19859616928936533,1
0.18888597006477972,1.0,1.0,0.0,0.290532695411418,0.44375699235964294,0.43677745403184876,0
0.04783769837532068,0.0,0.5,0.0,0.4652793725997597,0.03928704936609595,0.4274048914836278,1
0.28529791488919803,0.5,0.0,0.0,0.46691092532629597,0.20802388495687563,0.47309523155925354,1
0.304314019446759,1.0,1.0,1.0,0.9928127599307714,0.01896904047833914,0.042454937328876244,1
0.2245108790277985,1.0,0.0,0.0,0.29550713433913955,0.028410059996939907,0.3043350938484085,0
0.3083868719818244,0.0,0.0,0.0,0.4545749497318674,0.28031969055561134,0.3438790880247501,1
0.19751823854575631,0.0,0.5,0.0,0.009115963305394104,0.561839552431092,0.38809168683532513,0
0.20909313175279765,0.5,0.5,0.0,0.3573141634772625,0.06156434392880605,0.06724531731076304,1
0.17101640734341986,0.0,0.5,0.0,0.1529053528369957,0.005932401939371168,0.5214961007163691,0
0.010167650697638076,0.5,0.0,0.0,0.33158338738060067,0.15509371550647355,0.2897165291588607,1
0.04315657079732178,1.0,0.5,1.0,0.8623415604951639,0.12222133105171906,0.0342807951300486,0
0.012571674274693702,1.0,0.5,1.0,0.5022501415761234,0.4322496612453808,0.3852663394839251,0
0.25456416450551217,1.0,0.0,1.0,0.8811938482565971,0.11628349178886666,0.01809471661321709,1
0.12574239243053068,1.0,0.0,1.0,0.5779021307161258,0.530390289710942,0.3317825455642282,0
0.20342827646588113,0.0,0.0,1.0,1.1471711414246748,0.515748352843219,0.21895089073384816,1
0.3630265895704372,0.0,0.0,1.0,1.3098629070355727,0.2722993370987794,0.09677327802808086,1
